prof,topic_id,topic_words,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13
Hammerschmid1.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.009234437684062869,0.013933482416905462,0.027285706717520952,0.019761940510943533,0.014530191605444998,0.02315017065266147,0.045658327033743264,0.04195993083994835,0.08997873160988093,0.014097305800532922,0.020300448790658267,0.6388490349054337,0.028968684549909085,0.012291592982364818
Hammerschmid2.txt,7,"['organizations', 'business', 'social', 'entrepreneurship', 'nsocial', 'create', 'research', 'activities', 'governance', 'society']",0.10284073203802109,0.021754274074919523,0.06668651150539517,0.027213956904597582,0.022264679532963783,0.0425724194617942,0.027065737155498936,0.23514125319197773,0.09970891904085874,0.05761392206186429,0.024836446632980368,0.19973709378391505,0.031867515714839104,0.040696538059273736
Hammerschmid3.txt,12,"['ngiven', 'always', 'extend', 'codes', 'constant', 'fair', 'eds', 'offered', 'april', 'nation']",0.009741827114953593,0.015429935066919897,0.034784148444543604,0.14004610011081198,0.010870060407163252,0.057932468719493216,0.02148243751704513,0.09907715574041318,0.014047773845237543,0.06900890306027474,0.027499453188944756,0.009451204960439696,0.3023323626247475,0.188296168442783
Hammerschmid4.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.025710891769267618,0.015608138195239008,0.040852294815704224,0.02308992960024625,0.012961957161314786,0.031231180438771843,0.03421542241703719,0.09530718382447959,0.07076737033203244,0.027278308593668043,0.03354276049649343,0.5323862090706826,0.031209436198696493,0.025838900299277157
Hammerschmid5.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.03995353328064084,0.020790048968046905,0.04677265472710133,0.04450602661818266,0.031542193191125986,0.049811553274048494,0.046902890363708136,0.12277255691587925,0.12371368948370218,0.03453043587505818,0.05708103581564501,0.32240616977214814,0.03379233307205141,0.025424875877797605
Hammerschmid6.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.07535404430236667,0.02431794988224283,0.022068847459740935,0.05080902120098472,0.031100225914269686,0.028563305898569525,0.0357531167450361,0.17326512886211276,0.14146960973739625,0.047823621262796226,0.056848460028413685,0.22061094464734196,0.04844814967364073,0.04356758496724069
Hammerschmid7.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.009450164088048042,0.0206439055968076,0.05177205428481102,0.019746009726077318,0.011572981160134077,0.026544475345872343,0.06328994827345014,0.04691116837784648,0.0634643736295402,0.016374458116479217,0.01759568558773026,0.6119600534439087,0.02691219635307789,0.01376253318740055
Hammerschmid8.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.010199659259524197,0.016638042801059783,0.030687012383714317,0.025983733730390667,0.02503317145165056,0.03187740535940975,0.03318915725685656,0.046268992288969454,0.08594082230702042,0.02208253536373377,0.01730672622215934,0.6080628857016563,0.02369427520316094,0.023035594262182713
Hammerschmid9.txt,0,"['nsocial', 'social', 'society', 'entrepreneurship', 'needs', 'creating', 'people', 'entrepreneurial', 'business', 'poverty']",0.18988754222518764,0.01995185494888574,0.08783402690314687,0.03667246697586961,0.10070091346278787,0.041041219083126634,0.012885499955154955,0.12280958105111495,0.08127876651124097,0.13779958016239108,0.07536490555285127,0.0440695172699634,0.017986638064030558,0.03171748543973081
Hammerschmid10.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.020804807275999336,0.024431303353048862,0.032430400932207705,0.027526656701229512,0.016630409262143077,0.02133127029519528,0.038188723777420816,0.03684517960064113,0.10809389697387814,0.04593339490238577,0.029047282040119173,0.5407616063952446,0.028124289656989276,0.029850762977730483
Hammerschmid11.txt,11,"['political', 'public', 'government', 'parties', 'policy', 'reform', 'sector', 'party', 'banks', 'management']",0.017249295441433787,0.037649474549107255,0.0533705351408571,0.025337314419448375,0.018889789143577217,0.06759744128212333,0.07037972239777446,0.05062104482203722,0.05125721017830074,0.031056999205611648,0.01338150849333033,0.5050211310386657,0.033515411568805574,0.024673116055782884
